"Age"	"Date"	"Care_or_Nursing_Home_n"	"Care_or_Nursing_Home_N"	"Care_or_Nursing_Home_Mortality_Rate"	"Care_or_Nursing_Home_Confidence_Interval"	"Private_Home_n"	"Private_Home_N"	"Private_Home_Mortality_Rate"	"Private_Home_Confidence_Interval"
"80-84"	2019-02-01		17541		"NA-NA"		580377		"NA-NA"
"80-84"	2019-03-01		17563		"NA-NA"		581608		"NA-NA"
"80-84"	2019-04-01		17562		"NA-NA"		583123		"NA-NA"
"80-84"	2019-05-01		17661		"NA-NA"		585079		"NA-NA"
"80-84"	2019-06-01		17920		"NA-NA"		586571		"NA-NA"
"80-84"	2019-07-01		17940		"NA-NA"		588110		"NA-NA"
"80-84"	2019-08-01		18128		"NA-NA"		589400		"NA-NA"
"80-84"	2019-09-01		18251		"NA-NA"		590816		"NA-NA"
"80-84"	2019-10-01		18224		"NA-NA"		591329		"NA-NA"
"80-84"	2019-11-01		18267		"NA-NA"		591606		"NA-NA"
"80-84"	2019-12-01		18180		"NA-NA"	10	592129	0.02	"0.01-0.03"
"80-84"	2020-01-01		18117		"NA-NA"	11	592584	0.02	"0.01-0.03"
"80-84"	2020-02-01	6	18332	0.34	"0.16-0.74"	68	593149	0.12	"0.09-0.15"
"80-84"	2020-03-01	116	18411	6.1	"5.09-7.31"	1177	594164	1.92	"1.81-2.03"
"80-84"	2020-04-01	533	18508	28.8	"26.49-31.31"	2082	594306	3.5	"3.36-3.66"
"80-84"	2020-05-01	255	17495	14.11	"12.49-15.93"	879	593421	1.43	"1.34-1.53"
"80-84"	2020-06-01	71	17061	4.16	"3.3-5.25"	331	592413	0.56	"0.5-0.62"
"80-84"	2020-07-01	30	17150	1.69	"1.19-2.42"	127	592254	0.21	"0.17-0.25"
"80-84"	2020-08-01	14	17562	0.77	"0.46-1.29"	96	592728	0.16	"0.13-0.19"
"80-84"	2020-09-01	26	17629	1.47	"1.01-2.16"	326	594035	0.55	"0.49-0.61"
"80-84"	2020-10-01	113	17712	6.17	"5.14-7.42"	1413	593975	2.3	"2.19-2.43"
"80-84"	2020-11-01	239	17791	13.43	"11.84-15.23"	2193	593239	3.7	"3.55-3.85"
"80-84"	2020-12-01	295	17606	16.22	"14.48-18.15"	2634	592879	4.3	"4.14-4.47"
"80-84"	2021-01-01	417	17475	23.09	"21-25.39"	3620	592839	5.91	"5.72-6.1"
"80-84"	2021-02-01	170	17104	10.65	"9.17-12.36"	1181	590077	2.14	"2.03-2.27"
"80-84"	2021-03-01	38	16958	2.17	"1.58-2.97"	375	588305	0.62	"0.56-0.68"
"85-89"	2019-02-01		24275		"NA-NA"		342414		"NA-NA"
"85-89"	2019-03-01		24386		"NA-NA"		342974		"NA-NA"
"85-89"	2019-04-01		24413		"NA-NA"		343722		"NA-NA"
"85-89"	2019-05-01		24487		"NA-NA"		344559		"NA-NA"
"85-89"	2019-06-01		24759		"NA-NA"		345157		"NA-NA"
"85-89"	2019-07-01		24949		"NA-NA"		345942		"NA-NA"
"85-89"	2019-08-01		25224		"NA-NA"		346668		"NA-NA"
"85-89"	2019-09-01		25473		"NA-NA"		347416		"NA-NA"
"85-89"	2019-10-01		25564		"NA-NA"		347834		"NA-NA"
"85-89"	2019-11-01		25593		"NA-NA"		348728		"NA-NA"
"85-89"	2019-12-01		25563		"NA-NA"		349395		"NA-NA"
"85-89"	2020-01-01		25404		"NA-NA"	16	349365	0.04	"0.03-0.07"
"85-89"	2020-02-01		25513		"NA-NA"	66	348841	0.2	"0.15-0.25"
"85-89"	2020-03-01	132	25513	5.01	"4.22-5.93"	993	349515	2.75	"2.58-2.93"
"85-89"	2020-04-01	576	25539	22.55	"20.8-24.45"	1804	349186	5.17	"4.93-5.41"
"85-89"	2020-05-01	278	24082	11.17	"9.94-12.55"	843	348488	2.34	"2.19-2.5"
"85-89"	2020-06-01	61	23444	2.6	"2.03-3.34"	334	349307	0.96	"0.86-1.06"
"85-89"	2020-07-01	32	23517	1.32	"0.93-1.86"	103	349785	0.28	"0.23-0.35"
"85-89"	2020-08-01	22	24007	0.89	"0.59-1.34"	62	350613	0.17	"0.13-0.22"
"85-89"	2020-09-01	25	24156	1.03	"0.7-1.53"	251	351335	0.71	"0.63-0.81"
"85-89"	2020-10-01	125	24220	4.99	"4.19-5.95"	1177	351874	3.24	"3.06-3.43"
"85-89"	2020-11-01	273	24352	11.21	"9.96-12.61"	1878	352252	5.33	"5.1-5.58"
"85-89"	2020-12-01	377	24128	15.12	"13.68-16.71"	2639	351883	7.26	"6.99-7.54"
"85-89"	2021-01-01	567	23843	23.01	"21.21-24.96"	3236	351801	8.9	"8.6-9.21"
"85-89"	2021-02-01	202	23258	9.31	"8.11-10.67"	1153	350123	3.53	"3.33-3.74"
"85-89"	2021-03-01	50	23020	2.1	"1.59-2.77"	353	349927	0.98	"0.88-1.08"
"90+"	2019-02-01		33741		"NA-NA"		178825		"NA-NA"
"90+"	2019-03-01		33799		"NA-NA"		179036		"NA-NA"
"90+"	2019-04-01		33999		"NA-NA"		179219		"NA-NA"
"90+"	2019-05-01		34324		"NA-NA"		180075		"NA-NA"
"90+"	2019-06-01		34755		"NA-NA"		180484		"NA-NA"
"90+"	2019-07-01		35096		"NA-NA"		181084		"NA-NA"
"90+"	2019-08-01		35530		"NA-NA"		181650		"NA-NA"
"90+"	2019-09-01		35915		"NA-NA"		182412		"NA-NA"
"90+"	2019-10-01		36085		"NA-NA"		182568		"NA-NA"
"90+"	2019-11-01		36278		"NA-NA"		182385		"NA-NA"
"90+"	2019-12-01		36271		"NA-NA"		182451		"NA-NA"
"90+"	2020-01-01		36159		"NA-NA"	6	182412	0.03	"0.01-0.07"
"90+"	2020-02-01		36124		"NA-NA"	38	181593	0.22	"0.16-0.3"
"90+"	2020-03-01	138	36381	3.67	"3.11-4.33"	693	182318	3.68	"3.42-3.96"
"90+"	2020-04-01	618	36573	16.9	"15.63-18.27"	1294	181913	7.11	"6.74-7.51"
"90+"	2020-05-01	290	34710	8.09	"7.21-9.07"	695	181343	3.71	"3.44-3.99"
"90+"	2020-06-01	95	33644	2.82	"2.31-3.45"	247	181884	1.36	"1.2-1.54"
"90+"	2020-07-01	34	33822	0.97	"0.7-1.36"	76	182522	0.4	"0.32-0.5"
"90+"	2020-08-01	14	34623	0.39	"0.23-0.66"	40	183515	0.21	"0.15-0.29"
"90+"	2020-09-01	25	34855	0.72	"0.49-1.06"	180	184289	0.98	"0.84-1.13"
"90+"	2020-10-01	122	35198	3.35	"2.81-4"	828	184658	4.34	"4.05-4.64"
"90+"	2020-11-01	278	35435	7.85	"6.98-8.82"	1339	185303	7.23	"6.85-7.62"
"90+"	2020-12-01	412	35025	11.38	"10.34-12.53"	2003	185358	10.46	"10.01-10.92"
"90+"	2021-01-01	638	34685	17.8	"16.48-19.22"	2611	185347	13.63	"13.12-14.16"
"90+"	2021-02-01	222	33612	7.08	"6.21-8.07"	913	183268	5.34	"5-5.69"
"90+"	2021-03-01	76	33164	2.22	"1.77-2.77"	266	182644	1.41	"1.25-1.59"
