"Age"	"Date"	"Care_or_Nursing_Home_n"	"Care_or_Nursing_Home_N"	"Care_or_Nursing_Home_Mortality_Rate"	"Care_or_Nursing_Home_Confidence_Interval"	"Private_Home_n"	"Private_Home_N"	"Private_Home_Mortality_Rate"	"Private_Home_Confidence_Interval"
"80-84"	2020-04-01	945	18458	51.2	"48.11-54.47"	2246	590375	3.8	"3.65-3.96"
"80-84"	2020-05-01	510	17455	29.22	"26.82-31.82"	1949	589478	3.31	"3.16-3.46"
"80-84"	2020-06-01	394	17031	23.13	"20.98-25.5"	1861	588448	3.16	"3.02-3.31"
"80-84"	2020-07-01	441	17128	25.75	"23.48-28.23"	1879	588190	3.19	"3.05-3.34"
"80-84"	2020-08-01	505	17536	28.8	"26.42-31.38"	2054	588633	3.49	"3.34-3.64"
"80-84"	2020-09-01	491	17604	27.89	"25.56-30.43"	1966	589919	3.33	"3.19-3.48"
"80-84"	2020-10-01	559	17680	31.62	"29.14-34.3"	2027	589804	3.44	"3.29-3.59"
"80-84"	2020-11-01	502	17760	28.27	"25.93-30.81"	1894	589041	3.22	"3.07-3.36"
"80-84"	2020-12-01	474	17582	26.96	"24.67-29.46"	2008	588631	3.41	"3.27-3.56"
"80-84"	2021-01-01	559	17456	32.02	"29.51-34.74"	2102	588570	3.57	"3.42-3.73"
"80-84"	2021-02-01	416	17094	24.34	"22.13-26.76"	1785	585755	3.05	"2.91-3.19"
"80-84"	2021-03-01	284	16943	16.76	"14.94-18.81"	1297	583947	2.22	"2.1-2.35"
"85-89"	2019-02-01	891	24231	36.77	"34.47-39.22"	2396	340505	7.04	"6.76-7.32"
"85-89"	2019-03-01	813	24336	33.41	"31.22-35.74"	2178	341061	6.39	"6.12-6.66"
"85-89"	2019-04-01	867	24359	35.59	"33.34-37.99"	2280	341809	6.67	"6.4-6.95"
"85-89"	2019-05-01	794	24427	32.51	"30.35-34.8"	2216	342630	6.47	"6.2-6.74"
"85-89"	2019-06-01	767	24706	31.05	"28.95-33.28"	1998	343224	5.82	"5.57-6.08"
"85-89"	2019-07-01	770	24886	30.94	"28.86-33.17"	2019	344000	5.87	"5.62-6.13"
"85-89"	2019-08-01	815	25167	32.38	"30.27-34.64"	2021	344697	5.86	"5.61-6.12"
"85-89"	2019-09-01	788	25421	31	"28.94-33.2"	2001	345431	5.79	"5.55-6.05"
"85-89"	2019-10-01	978	25508	38.34	"36.05-40.77"	2149	345816	6.21	"5.96-6.48"
"85-89"	2019-11-01	1044	25527	40.9	"38.54-43.4"	2327	346678	6.71	"6.45-6.99"
"85-89"	2019-12-01	1133	25507	44.42	"41.96-47.02"	2594	347337	7.47	"7.19-7.76"
"85-89"	2020-01-01	1066	25349	42.05	"39.65-44.59"	2645	347303	7.62	"7.33-7.91"
"85-89"	2020-02-01	992	25456	38.97	"36.66-41.42"	2362	346759	6.81	"6.54-7.09"
"85-89"	2020-03-01	1048	25469	41.15	"38.78-43.66"	2479	347388	7.14	"6.86-7.42"
"85-89"	2020-04-01	1490	25499	58.43	"55.62-61.38"	2434	347042	7.01	"6.74-7.3"
"85-89"	2020-05-01	850	24055	35.34	"33.08-37.74"	1951	346314	5.63	"5.39-5.89"
"85-89"	2020-06-01	635	23428	27.1	"25.1-29.26"	1908	347113	5.5	"5.26-5.75"
"85-89"	2020-07-01	627	23499	26.68	"24.7-28.82"	1916	347528	5.51	"5.27-5.76"
"85-89"	2020-08-01	710	23988	29.6	"27.53-31.82"	1882	348322	5.4	"5.16-5.65"
"85-89"	2020-09-01	717	24128	29.72	"27.65-31.94"	1902	349010	5.45	"5.21-5.7"
"85-89"	2020-10-01	836	24192	34.56	"32.33-36.93"	2076	349544	5.94	"5.69-6.2"
"85-89"	2020-11-01	762	24335	31.31	"29.2-33.58"	1997	349890	5.71	"5.46-5.96"
"85-89"	2020-12-01	728	24118	30.18	"28.1-32.42"	2218	349509	6.35	"6.09-6.61"
"85-89"	2021-01-01	761	23835	31.93	"29.77-34.24"	2180	349397	6.24	"5.98-6.51"
"85-89"	2021-02-01	667	23251	28.69	"26.62-30.91"	1838	347653	5.29	"5.05-5.53"
"85-89"	2021-03-01	479	23014	20.81	"19.05-22.74"	1419	347433	4.08	"3.88-4.3"
"90+"	2019-02-01	1508	33669	44.79	"42.63-47.05"	2498	177830	14.05	"13.51-14.6"
"90+"	2019-03-01	1365	33736	40.46	"38.41-42.62"	2318	178011	13.02	"12.51-13.56"
"90+"	2019-04-01	1351	33927	39.82	"37.79-41.95"	2337	178178	13.12	"12.6-13.65"
"90+"	2019-05-01	1399	34251	40.85	"38.8-42.99"	2212	179029	12.36	"11.85-12.88"
"90+"	2019-06-01	1266	34689	36.5	"34.57-38.52"	1984	179405	11.06	"10.59-11.55"
"90+"	2019-07-01	1338	35025	38.2	"36.24-40.26"	1968	179987	10.93	"10.46-11.43"
"90+"	2019-08-01	1307	35460	36.86	"34.95-38.87"	2021	180549	11.19	"10.72-11.69"
"90+"	2019-09-01	1306	35836	36.44	"34.55-38.43"	2033	181305	11.21	"10.74-11.71"
"90+"	2019-10-01	1603	36006	44.52	"42.44-46.7"	2329	181445	12.84	"12.33-13.36"
"90+"	2019-11-01	1656	36204	45.74	"43.64-47.94"	2416	181247	13.33	"12.81-13.87"
"90+"	2019-12-01	1865	36212	51.5	"49.27-53.83"	2821	181295	15.56	"15-16.14"
"90+"	2020-01-01	1804	36095	49.98	"47.78-52.28"	2855	181245	15.75	"15.19-16.34"
"90+"	2020-02-01	1604	36055	44.49	"42.41-46.66"	2404	180423	13.32	"12.81-13.86"
"90+"	2020-03-01	1708	36303	47.05	"44.92-49.27"	2670	181140	14.74	"14.2-15.31"
"90+"	2020-04-01	2291	36490	62.78	"60.34-65.32"	2612	180720	14.45	"13.91-15.01"
"90+"	2020-05-01	1488	34636	42.96	"40.88-45.15"	2123	180152	11.78	"11.3-12.29"
"90+"	2020-06-01	1094	33590	32.57	"30.72-34.52"	1874	180681	10.37	"9.92-10.85"
"90+"	2020-07-01	1135	33764	33.62	"31.75-35.59"	1954	181284	10.78	"10.31-11.26"
"90+"	2020-08-01	1265	34560	36.6	"34.67-38.63"	2011	182259	11.03	"10.56-11.52"
"90+"	2020-09-01	1227	34798	35.26	"33.37-37.25"	2018	183015	11.03	"10.56-11.52"
"90+"	2020-10-01	1380	35137	39.27	"37.29-41.36"	2260	183365	12.33	"11.83-12.84"
"90+"	2020-11-01	1279	35382	36.15	"34.25-38.14"	2119	183992	11.52	"11.04-12.01"
"90+"	2020-12-01	1368	34978	39.11	"37.13-41.19"	2277	183991	12.38	"11.88-12.89"
"90+"	2021-01-01	1446	34626	41.76	"39.7-43.92"	2425	183976	13.18	"12.67-13.71"
"90+"	2021-02-01	1113	33569	33.16	"31.29-35.12"	2046	181899	11.25	"10.77-11.74"
"90+"	2021-03-01	854	33114	25.79	"24.14-27.55"	1507	181252	8.31	"7.91-8.74"
