"Age"	"Date"	"Care_or_Nursing_Home_n"	"Care_or_Nursing_Home_N"	"Care_or_Nursing_Home_Mortality_Rate"	"Care_or_Nursing_Home_Confidence_Interval"	"Private_Home_n"	"Private_Home_N"	"Private_Home_Mortality_Rate"	"Private_Home_Confidence_Interval"
"80-84"	2021-02-01	902	17104	56.5	"53.02-60.2"	23862	590077	43.33	"42.79-43.87"
"80-84"	2021-03-01	989	16958	56.44	"53.12-59.95"	28697	588305	47.21	"46.68-47.74"
"85-89"	2019-02-01	1634	24275	72.12	"68.82-75.57"	20624	342414	64.53	"63.68-65.39"
"85-89"	2019-03-01	1749	24386	69.41	"66.34-72.61"	22133	342974	62.45	"61.66-63.25"
"85-89"	2019-04-01	1676	24413	68.65	"65.55-71.89"	21823	343722	63.49	"62.68-64.31"
"85-89"	2019-05-01	1751	24487	69.2	"66.14-72.39"	22363	344559	62.81	"62.02-63.61"
"85-89"	2019-06-01	1663	24759	67.17	"64.12-70.35"	21785	345157	63.12	"62.31-63.93"
"85-89"	2019-07-01	1690	24949	65.55	"62.6-68.64"	22832	345942	63.87	"63.07-64.68"
"85-89"	2019-08-01	1695	25224	65.03	"62.1-68.08"	21726	346668	60.65	"59.87-61.43"
"85-89"	2019-09-01	1651	25473	64.81	"61.86-67.9"	22035	347416	63.43	"62.62-64.24"
"85-89"	2019-10-01	1887	25564	71.43	"68.39-74.6"	23024	347834	64.06	"63.26-64.86"
"85-89"	2019-11-01	1809	25593	70.68	"67.61-73.89"	22514	348728	64.56	"63.75-65.38"
"85-89"	2019-12-01	1855	25563	70.22	"67.21-73.37"	22055	349395	61.09	"60.31-61.87"
"85-89"	2020-01-01	1817	25404	69.22	"66.21-72.35"	23514	349365	65.13	"64.33-65.94"
"85-89"	2020-02-01	1729	25513	70.11	"66.98-73.36"	21664	348841	64.24	"63.42-65.08"
"85-89"	2020-03-01	1456	25513	55.23	"52.54-58.05"	17458	349515	48.34	"47.64-49.04"
"85-89"	2020-04-01	1246	25539	48.79	"46.21-51.5"	10472	349186	29.99	"29.43-30.56"
"85-89"	2020-05-01	1181	24082	47.46	"44.89-50.17"	12936	348488	35.92	"35.32-36.54"
"85-89"	2020-06-01	1151	23444	49.1	"46.4-51.94"	15189	349307	43.48	"42.81-44.16"
"85-89"	2020-07-01	1283	23517	52.8	"50.06-55.68"	17234	349785	47.68	"46.99-48.38"
"85-89"	2020-08-01	1340	24007	54.02	"51.27-56.9"	17967	350613	49.59	"48.89-50.3"
"85-89"	2020-09-01	1357	24156	56.18	"53.34-59.15"	19015	351335	54.12	"53.38-54.88"
"85-89"	2020-10-01	1485	24220	59.34	"56.48-62.33"	20134	351874	55.37	"54.64-56.12"
"85-89"	2020-11-01	1400	24352	57.49	"54.64-60.48"	18772	352252	53.29	"52.55-54.04"
"85-89"	2020-12-01	1473	24128	59.08	"56.22-62.07"	18921	351883	52.04	"51.32-52.76"
"85-89"	2021-01-01	1483	23843	60.19	"57.29-63.23"	16870	351801	46.41	"45.73-47.09"
"85-89"	2021-02-01	1212	23258	55.83	"52.85-58.97"	16629	350123	50.89	"50.14-51.65"
"85-89"	2021-03-01	1356	23020	57.01	"54.13-60.02"	19720	349927	54.54	"53.8-55.28"
"90+"	2019-02-01	1933	33741	61.38	"58.78-64.09"	11777	178825	70.56	"69.34-71.8"
"90+"	2019-03-01	2089	33799	59.81	"57.38-62.35"	12410	179036	67.08	"65.95-68.23"
"90+"	2019-04-01	2069	33999	60.85	"58.36-63.45"	12460	179219	69.52	"68.36-70.71"
"90+"	2019-05-01	2113	34324	59.57	"57.16-62.08"	12522	180075	67.29	"66.17-68.44"
"90+"	2019-06-01	2092	34755	60.19	"57.74-62.74"	11969	180484	66.32	"65.18-67.47"
"90+"	2019-07-01	2085	35096	57.49	"55.15-59.93"	12624	181084	67.46	"66.34-68.61"
"90+"	2019-08-01	2042	35530	55.62	"53.32-58.01"	12366	181650	65.88	"64.77-67.01"
"90+"	2019-09-01	2033	35915	56.61	"54.26-59.04"	11938	182412	65.45	"64.32-66.59"
"90+"	2019-10-01	2274	36085	60.99	"58.6-63.46"	13048	182568	69.16	"68.03-70.32"
"90+"	2019-11-01	2251	36278	62.05	"59.61-64.58"	12954	182385	71.03	"69.86-72.21"
"90+"	2019-12-01	2327	36271	62.09	"59.69-64.57"	13197	182451	70	"68.86-71.16"
"90+"	2020-01-01	2348	36159	62.84	"60.43-65.34"	13432	182412	71.26	"70.11-72.43"
"90+"	2020-02-01	2117	36124	60.62	"58.17-63.18"	12406	181593	70.67	"69.48-71.88"
"90+"	2020-03-01	1775	36381	47.22	"45.12-49.4"	10164	182318	53.95	"52.94-54.98"
"90+"	2020-04-01	1397	36573	38.2	"36.28-40.21"	6776	181913	37.25	"36.39-38.13"
"90+"	2020-05-01	1435	34710	40.01	"38.03-42.09"	8536	181343	45.55	"44.62-46.51"
"90+"	2020-06-01	1406	33644	41.79	"39.7-43.98"	9385	181884	51.6	"50.59-52.62"
"90+"	2020-07-01	1575	33822	45.07	"42.94-47.29"	10235	182522	54.27	"53.25-55.3"
"90+"	2020-08-01	1699	34623	47.49	"45.33-49.74"	10637	183515	56.09	"55.07-57.14"
"90+"	2020-09-01	1693	34855	48.57	"46.37-50.88"	11224	184289	60.9	"59.82-62.01"
"90+"	2020-10-01	1797	35198	49.41	"47.23-51.68"	11406	184658	59.78	"58.72-60.85"
"90+"	2020-11-01	1677	35435	47.33	"45.16-49.59"	10657	185303	57.51	"56.46-58.58"
"90+"	2020-12-01	1808	35025	49.96	"47.76-52.25"	11255	185358	58.76	"57.72-59.82"
"90+"	2021-01-01	1820	34685	50.78	"48.56-53.1"	10519	185347	54.92	"53.91-55.95"
"90+"	2021-02-01	1525	33612	48.61	"46.28-51.05"	10207	183268	59.67	"58.56-60.81"
"90+"	2021-03-01	1683	33164	49.11	"46.87-51.45"	11370	182644	60.24	"59.18-61.33"
