"Age"	"Date"	"Care_or_Nursing_Home_n"	"Care_or_Nursing_Home_N"	"Care_or_Nursing_Home_Mortality_Rate"	"Care_or_Nursing_Home_Confidence_Interval"	"Private_Home_n"	"Private_Home_N"	"Private_Home_Mortality_Rate"	"Private_Home_Confidence_Interval"
"65-74"	2017-11-01	191	8484	22.51	"19.57-25.89"	2537	2305449	1.1	"1.06-1.14"
"65-74"	2017-12-01	257	8557	30.03	"26.62-33.87"	2801	2307739	1.21	"1.17-1.26"
"65-74"	2018-01-01	288	8630	33.37	"29.79-37.37"	3136	2310528	1.36	"1.31-1.41"
"65-74"	2018-02-01	232	8679	26.73	"23.54-30.34"	2576	2312901	1.11	"1.07-1.16"
"65-74"	2018-03-01	211	8686	24.29	"21.26-27.75"	2866	2316692	1.24	"1.19-1.28"
"65-74"	2018-04-01	184	8776	20.97	"18.17-24.18"	2475	2320681	1.07	"1.03-1.11"
"65-74"	2018-05-01	194	8867	21.88	"19.03-25.14"	2325	2324287	1	"0.96-1.04"
"65-74"	2018-06-01	190	9032	21.04	"18.27-24.21"	2341	2327931	1.01	"0.97-1.05"
"65-74"	2018-07-01	215	9113	23.59	"20.67-26.92"	2237	2330603	0.96	"0.92-1"
"65-74"	2018-08-01	199	9204	21.62	"18.84-24.8"	2272	2334239	0.97	"0.93-1.01"
"65-74"	2018-09-01	208	9359	22.22	"19.43-25.41"	2259	2337181	0.97	"0.93-1.01"
"65-74"	2018-10-01	215	9333	23.04	"20.18-26.28"	2369	2339203	1.01	"0.97-1.05"
"65-74"	2018-11-01	197	9474	20.79	"18.11-23.87"	2468	2341830	1.05	"1.01-1.1"
"65-74"	2018-12-01	247	9568	25.82	"22.82-29.19"	2615	2344177	1.12	"1.07-1.16"
"65-74"	2019-01-01	263	9610	27.37	"24.29-30.82"	2815	2346419	1.2	"1.16-1.24"
"65-74"	2019-02-01	239	9560	25	"22.06-28.33"	2494	2347330	1.06	"1.02-1.1"
"65-74"	2019-03-01	229	9569	23.93	"21.05-27.19"	2442	2347755	1.04	"1-1.08"
"65-74"	2019-04-01	244	9597	25.42	"22.46-28.77"	2457	2347567	1.05	"1.01-1.09"
"65-74"	2019-05-01	165	9632	17.13	"14.72-19.92"	2359	2349034	1	"0.96-1.05"
"65-74"	2019-06-01	193	9745	19.81	"17.22-22.77"	2312	2349450	0.98	"0.94-1.02"
"65-74"	2019-07-01	183	9796	18.68	"16.18-21.56"	2332	2349744	0.99	"0.95-1.03"
"65-74"	2019-08-01	210	9917	21.18	"18.52-24.2"	2301	2351515	0.98	"0.94-1.02"
"65-74"	2019-09-01	222	9996	22.21	"19.5-25.29"	2287	2352882	0.97	"0.93-1.01"
"65-74"	2019-10-01	223	10002	22.3	"19.58-25.38"	2408	2352945	1.02	"0.98-1.07"
"65-74"	2019-11-01	257	10104	25.44	"22.54-28.69"	2508	2353694	1.07	"1.02-1.11"
"65-74"	2019-12-01	263	10086	26.08	"23.14-29.37"	2732	2354232	1.16	"1.12-1.2"
"65-74"	2020-01-01	262	10127	25.87	"22.95-29.15"	2775	2355728	1.18	"1.13-1.22"
"65-74"	2020-02-01	226	10202	22.15	"19.47-25.19"	2426	2356618	1.03	"0.99-1.07"
"65-74"	2020-03-01	278	10337	26.89	"23.95-30.19"	2835	2360322	1.2	"1.16-1.25"
"65-74"	2020-04-01	611	10380	58.86	"54.5-63.56"	3535	2362450	1.5	"1.45-1.55"
"65-74"	2020-05-01	326	10124	32.2	"28.94-35.82"	2636	2362917	1.12	"1.07-1.16"
"65-74"	2020-06-01	188	10021	18.76	"16.28-21.61"	2364	2364687	1	"0.96-1.04"
"65-74"	2020-07-01	192	10144	18.93	"16.45-21.77"	2265	2366210	0.96	"0.92-1"
"65-74"	2020-08-01	224	10367	21.61	"18.98-24.59"	2237	2368726	0.94	"0.91-0.98"
"65-74"	2020-09-01	189	10424	18.13	"15.74-20.88"	2335	2370550	0.99	"0.95-1.03"
"65-74"	2020-10-01	247	10464	23.6	"20.87-26.69"	2596	2372362	1.09	"1.05-1.14"
"65-74"	2020-11-01	258	10527	24.51	"21.72-27.64"	2828	2374013	1.19	"1.15-1.24"
"65-74"	2020-12-01	281	10530	26.69	"23.78-29.94"	3102	2374520	1.31	"1.26-1.35"
"65-74"	2021-01-01	388	10530	36.85	"33.41-40.62"	3944	2377074	1.66	"1.61-1.71"
"65-74"	2021-02-01	229	10396	22.03	"19.38-25.03"	2849	2378015	1.2	"1.15-1.24"
"65-74"	2021-03-01	185	10428	17.74	"15.38-20.46"	2461	2378284	1.03	"0.99-1.08"
"75-79"	2016-02-01	260	8181	31.78	"28.19-35.81"	1823	730603	2.5	"2.38-2.61"
"75-79"	2016-03-01	285	8276	34.44	"30.72-38.59"	2001	730168	2.74	"2.62-2.86"
"75-79"	2016-04-01	235	8285	28.36	"25-32.16"	1772	729138	2.43	"2.32-2.55"
"75-79"	2016-05-01	236	8332	28.32	"24.97-32.11"	1588	728833	2.18	"2.07-2.29"
"75-79"	2016-06-01	226	8345	27.08	"23.81-30.79"	1549	728134	2.13	"2.02-2.24"
"75-79"	2016-07-01	239	8320	28.73	"25.35-32.54"	1621	728342	2.23	"2.12-2.34"
"75-79"	2016-08-01	249	8354	29.81	"26.37-33.67"	1499	729775	2.05	"1.95-2.16"
"75-79"	2016-09-01	223	8439	26.42	"23.21-30.07"	1470	730878	2.01	"1.91-2.12"
"75-79"	2016-10-01	263	8469	31.05	"27.57-34.97"	1675	732082	2.29	"2.18-2.4"
"75-79"	2016-11-01	283	8512	33.25	"29.64-37.27"	1726	732930	2.35	"2.25-2.47"
"75-79"	2016-12-01	313	8541	36.65	"32.87-40.84"	1836	733791	2.5	"2.39-2.62"
"75-79"	2017-01-01	312	8486	36.77	"32.97-40.98"	2145	735565	2.92	"2.8-3.04"
"75-79"	2017-02-01	273	8506	32.09	"28.56-36.06"	1749	736219	2.38	"2.27-2.49"
"75-79"	2017-03-01	235	8530	27.55	"24.28-31.24"	1680	738150	2.28	"2.17-2.39"
"75-79"	2017-04-01	244	8644	28.23	"24.94-31.93"	1594	739724	2.15	"2.05-2.26"
"75-79"	2017-05-01	253	8743	28.94	"25.63-32.66"	1664	741608	2.24	"2.14-2.35"
"75-79"	2017-06-01	217	8783	24.71	"21.66-28.17"	1607	743401	2.16	"2.06-2.27"
"75-79"	2017-07-01	221	8879	24.89	"21.85-28.34"	1485	745088	1.99	"1.89-2.1"
"75-79"	2017-08-01	228	8952	25.47	"22.4-28.94"	1582	747836	2.12	"2.01-2.22"
"75-79"	2017-09-01	242	8969	26.98	"23.83-30.54"	1515	750245	2.02	"1.92-2.12"
"75-79"	2017-10-01	239	9084	26.31	"23.21-29.81"	1682	753246	2.23	"2.13-2.34"
"75-79"	2017-11-01	259	9128	28.37	"25.16-31.98"	1681	755759	2.22	"2.12-2.33"
"75-79"	2017-12-01	335	9172	36.52	"32.88-40.56"	1985	757590	2.62	"2.51-2.74"
"75-79"	2018-01-01	365	9230	39.54	"35.76-43.72"	2138	759965	2.81	"2.7-2.93"
"75-79"	2018-02-01	291	9231	31.52	"28.15-35.29"	1797	760632	2.36	"2.26-2.47"
"75-79"	2018-03-01	351	9319	37.66	"33.99-41.72"	1935	762824	2.54	"2.43-2.65"
"75-79"	2018-04-01	234	9396	24.9	"21.94-28.25"	1675	764793	2.19	"2.09-2.3"
"75-79"	2018-05-01	241	9517	25.32	"22.35-28.68"	1610	766814	2.1	"2-2.2"
"75-79"	2018-06-01	233	9607	24.25	"21.36-27.52"	1531	768783	1.99	"1.89-2.09"
"75-79"	2018-07-01	251	9669	25.96	"22.97-29.32"	1544	771340	2	"1.9-2.1"
"75-79"	2018-08-01	255	9770	26.1	"23.12-29.45"	1462	773345	1.89	"1.8-1.99"
"75-79"	2018-09-01	257	9916	25.92	"22.97-29.23"	1599	776239	2.06	"1.96-2.16"
"75-79"	2018-10-01	283	9880	28.64	"25.53-32.12"	1587	777773	2.04	"1.94-2.14"
"75-79"	2018-11-01	293	9983	29.35	"26.22-32.85"	1664	779542	2.13	"2.03-2.24"
"75-79"	2018-12-01	279	10058	27.74	"24.71-31.13"	1777	781492	2.27	"2.17-2.38"
"75-79"	2019-01-01	340	10040	33.86	"30.5-37.58"	1937	784339	2.47	"2.36-2.58"
"75-79"	2019-02-01	287	10083	28.46	"25.39-31.89"	1672	787516	2.12	"2.02-2.23"
"75-79"	2019-03-01	283	10083	28.07	"25.02-31.47"	1678	791951	2.12	"2.02-2.22"
"75-79"	2019-04-01	261	10142	25.73	"22.83-29"	1673	795991	2.1	"2-2.2"
"75-79"	2019-05-01	248	10193	24.33	"21.51-27.51"	1569	800640	1.96	"1.87-2.06"
"75-79"	2019-06-01	250	10321	24.22	"21.43-27.37"	1509	805081	1.87	"1.78-1.97"
"75-79"	2019-07-01	252	10441	24.14	"21.36-27.26"	1611	809254	1.99	"1.9-2.09"
"75-79"	2019-08-01	239	10552	22.65	"19.98-25.67"	1524	812251	1.88	"1.78-1.97"
"75-79"	2019-09-01	264	10665	24.75	"21.97-27.88"	1589	815739	1.95	"1.85-2.05"
"75-79"	2019-10-01	297	10679	27.81	"24.86-31.1"	1708	819559	2.08	"1.99-2.19"
"75-79"	2019-11-01	341	10819	31.52	"28.39-34.98"	1831	823422	2.22	"2.12-2.33"
"75-79"	2019-12-01	378	10810	34.97	"31.67-38.6"	2040	828278	2.46	"2.36-2.57"
"75-79"	2020-01-01	385	10787	35.69	"32.35-39.36"	2001	830648	2.41	"2.31-2.52"
"75-79"	2020-02-01	295	10861	27.16	"24.27-30.39"	1694	831992	2.04	"1.94-2.14"
"75-79"	2020-03-01	365	10923	33.42	"30.21-36.95"	2027	833470	2.43	"2.33-2.54"
"75-79"	2020-04-01	877	11005	79.69	"74.78-84.9"	2702	834536	3.24	"3.12-3.36"
"75-79"	2020-05-01	488	10491	46.52	"42.65-50.71"	1840	835867	2.2	"2.1-2.3"
"75-79"	2020-06-01	253	10254	24.67	"21.84-27.86"	1591	838721	1.9	"1.81-1.99"
"75-79"	2020-07-01	255	10439	24.43	"21.64-27.57"	1586	841204	1.89	"1.79-1.98"
"75-79"	2020-08-01	220	10644	20.67	"18.13-23.55"	1607	843952	1.9	"1.81-2"
"75-79"	2020-09-01	246	10750	22.88	"20.22-25.89"	1646	845490	1.95	"1.86-2.04"
"75-79"	2020-10-01	320	10889	29.39	"26.38-32.73"	1902	847965	2.24	"2.14-2.35"
"75-79"	2020-11-01	371	10995	33.74	"30.53-37.28"	1988	851662	2.33	"2.23-2.44"
"75-79"	2020-12-01	369	10965	33.65	"30.44-37.19"	2321	854343	2.72	"2.61-2.83"
"75-79"	2021-01-01	523	10902	47.97	"44.12-52.15"	2964	857210	3.46	"3.34-3.58"
"75-79"	2021-02-01	306	10818	28.29	"25.33-31.58"	2063	859017	2.4	"2.3-2.51"
"75-79"	2021-03-01	261	10838	24.08	"21.36-27.14"	1714	862889	1.99	"1.89-2.08"
"80-84"	2016-02-01	502	14286	35.14	"32.24-38.29"	2164	531036	4.08	"3.91-4.25"
"80-84"	2016-03-01	501	14248	35.16	"32.26-38.31"	2338	532065	4.39	"4.22-4.58"
"80-84"	2016-04-01	488	14270	34.2	"31.34-37.31"	2074	532950	3.89	"3.73-4.06"
"80-84"	2016-05-01	440	14449	30.45	"27.77-33.38"	2030	534688	3.8	"3.64-3.97"
"80-84"	2016-06-01	442	14589	30.3	"27.64-33.2"	1908	535987	3.56	"3.4-3.72"
"80-84"	2016-07-01	459	14646	31.34	"28.64-34.29"	1907	537070	3.55	"3.4-3.71"
"80-84"	2016-08-01	425	14748	28.82	"26.24-31.64"	1841	538802	3.42	"3.26-3.58"
"80-84"	2016-09-01	422	14826	28.46	"25.91-31.26"	1792	540430	3.32	"3.17-3.47"
"80-84"	2016-10-01	489	14818	33	"30.24-36"	2095	541730	3.87	"3.71-4.04"
"80-84"	2016-11-01	478	14888	32.11	"29.39-35.06"	2140	543037	3.94	"3.78-4.11"
"80-84"	2016-12-01	583	14934	39.04	"36.05-42.27"	2520	544225	4.63	"4.45-4.81"
"80-84"	2017-01-01	634	14969	42.35	"39.24-45.7"	2758	545596	5.06	"4.87-5.25"
"80-84"	2017-02-01	536	14936	35.89	"33.02-38.99"	2199	545313	4.03	"3.87-4.2"
"80-84"	2017-03-01	507	14981	33.84	"31.06-36.86"	2133	546269	3.9	"3.74-4.07"
"80-84"	2017-04-01	423	15078	28.05	"25.54-30.81"	2029	547201	3.71	"3.55-3.87"
"80-84"	2017-05-01	447	15186	29.44	"26.86-32.24"	2101	549972	3.82	"3.66-3.99"
"80-84"	2017-06-01	426	15277	27.89	"25.39-30.62"	1854	551358	3.36	"3.21-3.52"
"80-84"	2017-07-01	407	15322	26.56	"24.13-29.23"	1961	553302	3.54	"3.39-3.7"
"80-84"	2017-08-01	448	15492	28.92	"26.39-31.68"	1947	554498	3.51	"3.36-3.67"
"80-84"	2017-09-01	475	15641	30.37	"27.79-33.18"	1871	555857	3.37	"3.22-3.52"
"80-84"	2017-10-01	551	15720	35.05	"32.29-38.04"	2151	557159	3.86	"3.7-4.03"
"80-84"	2017-11-01	499	15790	31.6	"28.99-34.45"	2194	557639	3.93	"3.77-4.1"
"80-84"	2017-12-01	654	15865	41.22	"38.24-44.43"	2462	558805	4.41	"4.24-4.58"
"80-84"	2018-01-01	725	15965	45.41	"42.29-48.75"	2823	560546	5.04	"4.85-5.22"
"80-84"	2018-02-01	555	15894	34.92	"32.18-37.89"	2315	560753	4.13	"3.96-4.3"
"80-84"	2018-03-01	626	16027	39.06	"36.17-42.17"	2465	562454	4.38	"4.21-4.56"
"80-84"	2018-04-01	517	16123	32.07	"29.46-34.9"	2015	564253	3.57	"3.42-3.73"
"80-84"	2018-05-01	476	16241	29.31	"26.82-32.02"	1972	566362	3.48	"3.33-3.64"
"80-84"	2018-06-01	439	16498	26.61	"24.26-29.18"	1808	568566	3.18	"3.04-3.33"
"80-84"	2018-07-01	509	16652	30.57	"28.06-33.29"	1873	570182	3.28	"3.14-3.44"
"80-84"	2018-08-01	436	16794	25.96	"23.66-28.48"	1778	571662	3.11	"2.97-3.26"
"80-84"	2018-09-01	463	17062	27.14	"24.8-29.68"	1864	573217	3.25	"3.11-3.4"
"80-84"	2018-10-01	522	17154	30.43	"27.96-33.11"	1955	575222	3.4	"3.25-3.55"
"80-84"	2018-11-01	498	17324	28.75	"26.36-31.34"	2038	576841	3.53	"3.38-3.69"
"80-84"	2018-12-01	641	17491	36.65	"33.96-39.54"	2055	577918	3.56	"3.41-3.71"
"80-84"	2019-01-01	604	17450	34.61	"32-37.43"	2408	578888	4.16	"4-4.33"
"80-84"	2019-02-01	554	17536	31.59	"29.1-34.29"	2200	578896	3.8	"3.65-3.96"
"80-84"	2019-03-01	526	17555	29.96	"27.54-32.59"	2133	580116	3.68	"3.52-3.84"
"80-84"	2019-04-01	509	17564	28.98	"26.6-31.57"	2101	581619	3.61	"3.46-3.77"
"80-84"	2019-05-01	525	17663	29.72	"27.32-32.33"	2006	583575	3.44	"3.29-3.59"
"80-84"	2019-06-01	497	17917	27.74	"25.43-30.25"	1781	585063	3.04	"2.91-3.19"
"80-84"	2019-07-01	487	17942	27.14	"24.86-29.62"	1980	586583	3.38	"3.23-3.53"
"80-84"	2019-08-01	500	18133	27.57	"25.29-30.06"	1841	587861	3.13	"2.99-3.28"
"80-84"	2019-09-01	501	18252	27.45	"25.18-29.92"	1863	589261	3.16	"3.02-3.31"
"80-84"	2019-10-01	619	18221	33.97	"31.44-36.7"	2095	589745	3.55	"3.4-3.71"
"80-84"	2019-11-01	607	18266	33.23	"30.73-35.93"	2178	590020	3.69	"3.54-3.85"
"80-84"	2019-12-01	682	18177	37.52	"34.85-40.38"	2456	590530	4.16	"4-4.33"
"80-84"	2020-01-01	646	18113	35.66	"33.06-38.47"	2394	590982	4.05	"3.89-4.22"
"80-84"	2020-02-01	590	18334	32.18	"29.72-34.83"	2050	591545	3.47	"3.32-3.62"
"80-84"	2020-03-01	671	18406	36.46	"33.84-39.26"	2426	592553	4.09	"3.93-4.26"
"80-84"	2020-04-01	1590	18506	85.92	"81.97-90.04"	3319	592666	5.6	"5.41-5.79"
"80-84"	2020-05-01	868	17495	49.61	"46.49-52.93"	2313	591794	3.91	"3.75-4.07"
"80-84"	2020-06-01	478	17072	28	"25.63-30.58"	1915	590782	3.24	"3.1-3.39"
"80-84"	2020-07-01	442	17157	25.76	"23.5-28.24"	1833	590539	3.1	"2.97-3.25"
"80-84"	2020-08-01	480	17570	27.32	"25.01-29.83"	1956	590992	3.31	"3.17-3.46"
"80-84"	2020-09-01	466	17635	26.42	"24.16-28.9"	1927	592290	3.25	"3.11-3.4"
"80-84"	2020-10-01	589	17714	33.25	"30.71-35.99"	2178	592219	3.68	"3.53-3.84"
"80-84"	2020-11-01	677	17800	38.03	"35.32-40.94"	2471	591465	4.18	"4.02-4.35"
"80-84"	2020-12-01	721	17618	40.92	"38.1-43.95"	2708	591087	4.58	"4.41-4.76"
"80-84"	2021-01-01	1025	17484	58.63	"55.24-62.21"	3550	591047	6.01	"5.81-6.21"
"80-84"	2021-02-01	605	17125	35.33	"32.67-38.2"	2409	588250	4.1	"3.94-4.26"
"80-84"	2021-03-01	460	16982	27.09	"24.75-29.64"	2025	586470	3.45	"3.31-3.61"
"85-89"	2016-02-01	759	20402	37.2	"34.69-39.89"	2386	321165	7.43	"7.14-7.73"
"85-89"	2016-03-01	855	20519	41.67	"39.02-44.49"	2535	321871	7.88	"7.58-8.19"
"85-89"	2016-04-01	717	20453	35.06	"32.62-37.67"	2214	321796	6.88	"6.6-7.17"
"85-89"	2016-05-01	722	20646	34.97	"32.55-37.56"	2136	323190	6.61	"6.34-6.89"
"85-89"	2016-06-01	605	20718	29.2	"26.99-31.58"	1962	323882	6.06	"5.8-6.33"
"85-89"	2016-07-01	691	20895	33.07	"30.73-35.58"	2041	324747	6.28	"6.02-6.56"
"85-89"	2016-08-01	683	21111	32.35	"30.05-34.83"	1900	326035	5.83	"5.57-6.09"
"85-89"	2016-09-01	671	21386	31.38	"29.12-33.8"	1841	327006	5.63	"5.38-5.89"
"85-89"	2016-10-01	776	21486	36.12	"33.7-38.7"	2212	327705	6.75	"6.48-7.04"
"85-89"	2016-11-01	840	21669	38.77	"36.28-41.42"	2214	327888	6.75	"6.48-7.04"
"85-89"	2016-12-01	912	21643	42.14	"39.54-44.9"	2621	328021	7.99	"7.69-8.3"
"85-89"	2017-01-01	1079	21645	49.85	"47.03-52.83"	2938	328946	8.93	"8.62-9.26"
"85-89"	2017-02-01	837	21545	38.85	"36.35-41.51"	2389	328813	7.27	"6.98-7.56"
"85-89"	2017-03-01	824	21635	38.09	"35.62-40.72"	2286	329357	6.94	"6.66-7.23"
"85-89"	2017-04-01	708	21754	32.55	"30.27-34.99"	1969	329763	5.97	"5.71-6.24"
"85-89"	2017-05-01	721	22026	32.73	"30.46-35.17"	2191	331538	6.61	"6.34-6.89"
"85-89"	2017-06-01	676	22106	30.58	"28.39-32.93"	1916	332886	5.76	"5.5-6.02"
"85-89"	2017-07-01	665	22206	29.95	"27.79-32.27"	1925	333902	5.77	"5.51-6.03"
"85-89"	2017-08-01	711	22355	31.8	"29.58-34.19"	1965	335240	5.86	"5.61-6.13"
"85-89"	2017-09-01	692	22377	30.92	"28.74-33.27"	2008	335878	5.98	"5.72-6.24"
"85-89"	2017-10-01	816	22541	36.2	"33.84-38.72"	2124	336473	6.31	"6.05-6.59"
"85-89"	2017-11-01	759	22641	33.52	"31.26-35.95"	2216	336945	6.58	"6.31-6.86"
"85-89"	2017-12-01	1025	22845	44.87	"42.26-47.63"	2747	337414	8.14	"7.84-8.45"
"85-89"	2018-01-01	1162	22938	50.66	"47.89-53.57"	3148	337751	9.32	"9-9.65"
"85-89"	2018-02-01	937	22809	41.08	"38.58-43.73"	2417	336121	7.19	"6.91-7.48"
"85-89"	2018-03-01	1036	22899	45.24	"42.63-48.01"	2521	336380	7.49	"7.21-7.79"
"85-89"	2018-04-01	719	22967	31.31	"29.13-33.64"	2163	336976	6.42	"6.15-6.69"
"85-89"	2018-05-01	714	23278	30.67	"28.53-32.97"	2035	337697	6.03	"5.77-6.29"
"85-89"	2018-06-01	679	23503	28.89	"26.82-31.11"	1885	338368	5.57	"5.33-5.83"
"85-89"	2018-07-01	743	23610	31.47	"29.32-33.77"	2013	339314	5.93	"5.68-6.2"
"85-89"	2018-08-01	711	23749	29.94	"27.85-32.18"	1831	339929	5.39	"5.15-5.64"
"85-89"	2018-09-01	764	24068	31.74	"29.6-34.03"	1874	340620	5.5	"5.26-5.76"
"85-89"	2018-10-01	839	24071	34.86	"32.61-37.25"	2019	340493	5.93	"5.68-6.19"
"85-89"	2018-11-01	876	24189	36.21	"33.93-38.64"	1969	340367	5.78	"5.54-6.05"
"85-89"	2018-12-01	921	24297	37.91	"35.58-40.38"	2304	341101	6.75	"6.49-7.04"
"85-89"	2019-01-01	942	24334	38.71	"36.36-41.21"	2557	342245	7.47	"7.19-7.77"
"85-89"	2019-02-01	828	24285	34.1	"31.89-36.45"	2250	341669	6.59	"6.32-6.86"
"85-89"	2019-03-01	850	24396	34.84	"32.61-37.22"	2136	342227	6.24	"5.98-6.51"
"85-89"	2019-04-01	817	24420	33.46	"31.27-35.79"	2154	342968	6.28	"6.02-6.55"
"85-89"	2019-05-01	738	24491	30.13	"28.07-32.35"	2099	343798	6.11	"5.85-6.37"
"85-89"	2019-06-01	718	24769	28.99	"26.97-31.15"	1884	344383	5.47	"5.23-5.72"
"85-89"	2019-07-01	733	24951	29.38	"27.35-31.55"	1907	345169	5.52	"5.28-5.78"
"85-89"	2019-08-01	769	25230	30.48	"28.43-32.67"	1923	345877	5.56	"5.32-5.81"
"85-89"	2019-09-01	728	25477	28.57	"26.6-30.69"	1888	346627	5.45	"5.21-5.7"
"85-89"	2019-10-01	929	25565	36.34	"34.11-38.7"	2005	347043	5.78	"5.53-6.04"
"85-89"	2019-11-01	986	25596	38.52	"36.23-40.95"	2185	347918	6.28	"6.02-6.55"
"85-89"	2019-12-01	1059	25568	41.42	"39.04-43.93"	2430	348586	6.97	"6.7-7.25"
"85-89"	2020-01-01	1009	25410	39.71	"37.38-42.18"	2504	348561	7.18	"6.91-7.47"
"85-89"	2020-02-01	939	25522	36.79	"34.55-39.17"	2212	348034	6.36	"6.1-6.63"
"85-89"	2020-03-01	1013	25527	39.68	"37.36-42.15"	2490	348693	7.14	"6.87-7.43"
"85-89"	2020-04-01	2259	25554	88.4	"84.98-91.94"	3464	348357	9.94	"9.62-10.28"
"85-89"	2020-05-01	1265	24104	52.48	"49.74-55.37"	2345	347638	6.75	"6.48-7.02"
"85-89"	2020-06-01	688	23476	29.31	"27.22-31.54"	1975	348441	5.67	"5.42-5.92"
"85-89"	2020-07-01	615	23551	26.11	"24.15-28.23"	1827	348869	5.24	"5-5.48"
"85-89"	2020-08-01	681	24044	28.32	"26.3-30.5"	1778	349684	5.08	"4.85-5.33"
"85-89"	2020-09-01	697	24190	28.81	"26.78-31"	1814	350399	5.18	"4.94-5.42"
"85-89"	2020-10-01	863	24252	35.58	"33.33-37.99"	2184	350935	6.22	"5.97-6.49"
"85-89"	2020-11-01	979	24389	40.14	"37.75-42.68"	2558	351295	7.28	"7.01-7.57"
"85-89"	2020-12-01	1065	24168	44.07	"41.55-46.73"	2861	350924	8.15	"7.86-8.46"
"85-89"	2021-01-01	1463	23888	61.24	"58.27-64.36"	3630	350817	10.35	"10.02-10.69"
"85-89"	2021-02-01	978	23303	41.97	"39.47-44.62"	2478	349103	7.1	"6.83-7.38"
"85-89"	2021-03-01	680	23070	29.48	"27.37-31.74"	2111	348913	6.05	"5.8-6.31"
"90+"	2016-02-01	1260	27282	46.18	"43.76-48.74"	2511	169458	14.82	"14.25-15.4"
"90+"	2016-03-01	1282	27492	46.63	"44.2-49.19"	2521	169747	14.85	"14.29-15.44"
"90+"	2016-04-01	1248	27383	45.58	"43.17-48.11"	2299	169455	13.57	"13.03-14.13"
"90+"	2016-05-01	1062	27711	38.32	"36.13-40.65"	2128	170097	12.51	"11.99-13.05"
"90+"	2016-06-01	1040	27885	37.3	"35.13-39.58"	1977	170494	11.6	"11.1-12.12"
"90+"	2016-07-01	1101	28105	39.17	"36.97-41.51"	2096	170983	12.26	"11.75-12.79"
"90+"	2016-08-01	1114	28583	38.97	"36.79-41.28"	2024	171898	11.77	"11.28-12.3"
"90+"	2016-09-01	1036	28866	35.89	"33.81-38.1"	1848	172384	10.72	"10.24-11.22"
"90+"	2016-10-01	1159	29076	39.86	"37.67-42.17"	2207	173094	12.75	"12.23-13.29"
"90+"	2016-11-01	1211	29405	41.18	"38.97-43.52"	2275	173433	13.12	"12.59-13.66"
"90+"	2016-12-01	1438	29465	48.8	"46.4-51.32"	2719	173800	15.64	"15.07-16.24"
"90+"	2017-01-01	1815	29559	61.4	"58.72-64.2"	3293	174098	18.91	"18.29-19.57"
"90+"	2017-02-01	1444	29257	49.36	"46.93-51.9"	2669	172968	15.43	"14.86-16.02"
"90+"	2017-03-01	1332	29189	45.63	"43.3-48.09"	2460	172853	14.23	"13.68-14.8"
"90+"	2017-04-01	1088	29217	37.24	"35.13-39.47"	2164	172592	12.54	"12.02-13.07"
